@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}
@attribute outputs-4 {0,1,2,3}

@data
4205,'2018/02/24 12:03:44:059',14,55.101006,-39.515251,5.283325,?,2,?,?
4206,'2018/02/24 12:03:44:088',14,54.284481,-40.833527,6.674042,?,2,?,?
4207,'2018/02/24 12:03:44:127',14,51.97752,-49.168354,12.338348,?,2,?,?
4208,'2018/02/24 12:03:44:167',14,50.103043,-51.830032,15.517822,?,2,?,?
4209,'2018/02/24 12:03:44:195',14,48.332069,-52.34774,18.094261,?,2,?,?
4210,'2018/02/24 12:03:44:225',14,46.679573,-52.389091,20.576767,?,2,?,?
4211,'2018/02/24 12:03:44:261',14,45.582653,-51.374542,22.7099,?,2,?,?
4212,'2018/02/24 12:03:44:293',14,45.769733,-38.415882,23.382301,?,2,?,?
4213,'2018/02/24 12:03:44:325',14,43.453465,-35.867737,21.850403,?,2,?,?
4214,'2018/02/24 12:03:44:361',14,26.887291,-54.184967,3.184227,?,2,?,?
4215,'2018/02/24 12:03:44:393',14,19.968479,-59.567047,-6.554878,?,2,?,?
4216,'2018/02/24 12:03:44:422',14,4.155624,-65.004036,-27.91256,?,2,?,?
4217,'2018/02/24 12:03:44:456',14,11.884926,-44.199299,-28.319359,?,2,?,?
4218,'2018/02/24 12:03:44:491',14,12.244099,-41.771126,-30.912865,?,2,?,?
4219,'2018/02/24 12:03:44:522',14,25.51189,-26.76712,-27.937889,?,2,?,?
4220,'2018/02/24 12:03:44:559',14,3.306988,-34.831505,-17.723549,?,2,?,?
4221,'2018/02/24 12:03:44:592',14,21.79294,-33.914162,-7.590942,?,2,?,?
4222,'2018/02/24 12:03:44:619',14,15.840458,-1.075249,24.070957,?,2,?,?
4450,'2018/02/24 12:04:14:995',16,26.201273,-3.279102,-23.708176,?,?,1,?
4451,'2018/02/24 12:04:15:035',16,26.245701,-3.293755,-23.69191,?,?,1,?
4452,'2018/02/24 12:04:15:058',16,26.280102,-3.182529,-23.654709,?,?,1,?
4453,'2018/02/24 12:04:15:090',16,26.224167,-2.78091,-23.528984,?,?,1,?
4454,'2018/02/24 12:04:15:122',16,25.914043,-2.184345,-22.94696,?,?,1,?
4455,'2018/02/24 12:04:15:157',16,25.63069,-1.572647,-22.385437,?,?,1,?
4456,'2018/02/24 12:04:15:193',16,25.539087,-1.090729,-22.21228,?,?,1,?
4457,'2018/02/24 12:04:15:227',16,25.546982,-0.703754,-22.160286,?,?,1,?
4458,'2018/02/24 12:04:15:256',16,25.452135,-0.420437,-22.041969,?,?,1,?
4459,'2018/02/24 12:04:15:292',16,25.338572,-0.135666,-21.928253,?,?,1,?
4460,'2018/02/24 12:04:15:323',16,25.195057,0.177643,-21.907661,?,?,1,?
4461,'2018/02/24 12:04:15:353',16,25.072905,0.456512,-21.879784,?,?,1,?
4462,'2018/02/24 12:04:15:392',16,24.973385,0.66008,-21.976067,?,?,1,?
4463,'2018/02/24 12:04:15:425',16,24.857033,0.799744,-22.109772,?,?,1,?
4464,'2018/02/24 12:04:15:459',16,24.792818,1.357418,-22.743774,?,?,1,?
4465,'2018/02/24 12:04:15:491',16,24.741377,2.095783,-23.543381,?,?,1,?
4466,'2018/02/24 12:04:15:520',16,24.671505,2.451843,-24.348228,?,?,1,?
4467,'2018/02/24 12:04:15:556',16,24.61581,2.651394,-24.977921,?,?,1,?
4468,'2018/02/24 12:04:15:591',16,24.568108,2.757877,-25.487564,?,?,1,?
4469,'2018/02/24 12:04:15:623',16,24.517128,2.81781,-25.81842,?,?,1,?
4470,'2018/02/24 12:04:15:658',16,24.460907,2.812866,-25.984619,?,?,1,?
4471,'2018/02/24 12:04:15:690',16,24.361715,2.812664,-26.073975,?,?,1,?
4472,'2018/02/24 12:04:15:722',16,24.165012,2.876759,-26.004089,?,?,1,?
4473,'2018/02/24 12:04:15:753',16,23.913691,3.117683,-25.928085,?,?,1,?
4474,'2018/02/24 12:04:15:792',16,23.457058,3.898273,-25.750519,?,?,1,?
4475,'2018/02/24 12:04:15:824',16,22.979546,5.100441,-25.573746,?,?,1,?
4476,'2018/02/24 12:04:15:858',16,22.678722,6.249088,-25.394699,?,?,1,?
4477,'2018/02/24 12:04:15:894',16,22.609379,7.149948,-25.230255,?,?,1,?
4478,'2018/02/24 12:04:15:922',16,22.819483,7.94701,-24.966812,?,?,1,?
4479,'2018/02/24 12:04:15:953',16,23.319006,8.529087,-24.631714,?,?,1,?
4480,'2018/02/24 12:04:15:992',16,24.18733,8.470722,-24.180756,?,?,1,?
4481,'2018/02/24 12:04:16:021',16,25.282522,7.873581,-23.69722,?,?,1,?
4482,'2018/02/24 12:04:16:052',16,26.471947,6.22142,-23.175613,?,?,1,?
4483,'2018/02/24 12:04:16:095',16,27.285696,4.639938,-22.864563,?,?,1,?
4484,'2018/02/24 12:04:16:121',16,27.776527,3.2668,-22.737823,?,?,1,?
4485,'2018/02/24 12:04:16:158',16,28.040668,2.495262,-22.724625,?,?,1,?
4486,'2018/02/24 12:04:16:190',16,28.118097,1.973583,-22.790619,?,?,1,?
4487,'2018/02/24 12:04:16:221',16,27.509438,1.49329,-23.136292,?,?,1,?
4488,'2018/02/24 12:04:16:261',16,25.717327,1.202034,-24.034546,?,?,1,?
4489,'2018/02/24 12:04:16:295',16,23.882673,1.029362,-25.065338,?,?,1,?
4490,'2018/02/24 12:04:16:322',16,22.167957,1.099377,-25.997147,?,?,1,?
4491,'2018/02/24 12:04:16:356',16,21.055435,1.252197,-26.62616,?,?,1,?
4492,'2018/02/24 12:04:16:392',16,20.241287,1.644463,-27.079468,?,?,1,?
4493,'2018/02/24 12:04:16:423',16,19.588438,2.717075,-27.399323,?,?,1,?
4494,'2018/02/24 12:04:16:460',16,19.319067,4.090069,-27.536148,?,?,1,?
4495,'2018/02/24 12:04:16:498',16,19.55673,5.467037,-27.431656,?,?,1,?
4496,'2018/02/24 12:04:16:521',16,20.460764,6.908726,-26.966766,?,?,1,?
4497,'2018/02/24 12:04:16:559',16,21.700029,7.977016,-26.328323,?,?,1,?
4498,'2018/02/24 12:04:16:592',16,23.252819,8.439465,-25.599228,?,?,1,?
4499,'2018/02/24 12:04:16:626',16,24.767645,8.237946,-24.93483,?,?,1,?
4500,'2018/02/24 12:04:16:658',16,26.103247,7.478962,-24.408325,?,?,1,?
4501,'2018/02/24 12:04:16:690',16,27.21055,6.018761,-24.051971,?,?,1,?
4502,'2018/02/24 12:04:16:726',16,27.839268,4.776791,-23.953659,?,?,1,?
4503,'2018/02/24 12:04:16:758',16,28.150745,4.013466,-24.009125,?,?,1,?
4504,'2018/02/24 12:04:16:789',16,28.189087,3.449413,-24.159317,?,?,1,?
4505,'2018/02/24 12:04:16:824',16,27.403254,2.855064,-24.624771,?,?,1,?
4506,'2018/02/24 12:04:16:859',16,24.903475,2.328506,-25.783112,?,?,1,?
4507,'2018/02/24 12:04:16:893',16,21.877317,2.109749,-27.122528,?,?,1,?
4508,'2018/02/24 12:04:16:923',16,19.976322,1.866699,-28.066803,?,?,1,?
4509,'2018/02/24 12:04:16:957',16,18.775314,1.621204,-28.766907,?,?,1,?
4510,'2018/02/24 12:04:16:993',16,17.836227,1.75584,-29.339096,?,?,1,?
4511,'2018/02/24 12:04:17:022',16,17.116182,2.402843,-30.157364,?,?,1,?
4512,'2018/02/24 12:04:17:059',16,16.497021,3.430092,-30.804672,?,?,1,?
4513,'2018/02/24 12:04:17:092',16,16.147945,4.517605,-31.23468,?,?,1,?
4514,'2018/02/24 12:04:17:123',16,16.036602,5.491112,-31.461365,?,?,1,?
4515,'2018/02/24 12:04:17:161',16,16.140514,6.809048,-31.558762,?,?,1,?
4516,'2018/02/24 12:04:17:189',16,16.410337,7.77985,-31.481445,?,?,1,?
4517,'2018/02/24 12:04:17:224',16,16.845325,8.507137,-31.253525,?,?,1,?
4518,'2018/02/24 12:04:17:260',16,17.379845,9.03479,-30.943665,?,?,1,?
4519,'2018/02/24 12:04:17:297',16,18.013819,9.370174,-30.554962,?,?,1,?
4520,'2018/02/24 12:04:17:340',16,18.750061,9.56163,-30.153458,?,?,1,?
4521,'2018/02/24 12:04:17:360',16,19.481253,9.621342,-29.747467,?,?,1,?
4522,'2018/02/24 12:04:17:391',16,20.227076,9.53038,-29.322449,?,?,1,?
4523,'2018/02/24 12:04:17:424',16,20.940065,9.285919,-28.920685,?,?,1,?
4524,'2018/02/24 12:04:17:460',16,21.570408,8.960602,-28.616547,?,?,1,?
4525,'2018/02/24 12:04:17:493',16,22.13678,8.566017,-28.298325,?,?,1,?
4526,'2018/02/24 12:04:17:535',16,22.708614,8.091396,-28.157791,?,?,1,?
4527,'2018/02/24 12:04:17:560',16,23.104246,7.631073,-27.845024,?,?,1,?
4528,'2018/02/24 12:04:17:590',16,23.422192,7.168461,-27.623169,?,?,1,?
4529,'2018/02/24 12:04:17:630',16,23.772537,6.560898,-27.549667,?,?,1,?
4530,'2018/02/24 12:04:17:658',16,24.107458,5.808643,-27.516861,?,?,1,?
4531,'2018/02/24 12:04:17:691',16,24.163734,4.694122,-27.135872,?,?,1,?
4532,'2018/02/24 12:04:17:730',16,24.284632,3.464226,-27.081482,?,?,1,?
4533,'2018/02/24 12:04:17:757',16,24.252298,2.330566,-26.905991,?,?,1,?
4534,'2018/02/24 12:04:17:789',16,24.071903,1.323605,-26.757744,?,?,1,?
4535,'2018/02/24 12:04:17:831',16,23.5748,0.50396,-26.59285,?,?,1,?
4536,'2018/02/24 12:04:17:860',16,23.006916,-0.169434,-26.682426,?,?,1,?
4537,'2018/02/24 12:04:17:892',16,22.422195,-0.618282,-26.963554,?,?,1,?
4538,'2018/02/24 12:04:17:935',16,21.972229,-0.868687,-27.331947,?,?,1,?
4539,'2018/02/24 12:04:17:963',16,22.467712,-0.805473,-28.11441,?,?,1,?
4540,'2018/02/24 12:04:17:992',16,21.579603,-1.138184,-27.747093,?,?,1,?
4541,'2018/02/24 12:04:18:030',16,21.988125,-1.185928,-28.320534,?,?,1,?
4542,'2018/02/24 12:04:18:058',16,31.492918,-8.319519,-36.663857,?,?,1,?
4543,'2018/02/24 12:04:18:094',16,36.576004,-12.397766,-42.902092,?,?,1,?
4544,'2018/02/24 12:04:18:134',16,37.600136,-12.875305,-44.26297,?,?,1,?
4545,'2018/02/24 12:04:18:170',16,24.519619,-0.731277,-28.861153,?,?,1,?
4546,'2018/02/24 12:04:18:191',16,19.447014,0.768639,-24.957405,?,?,1,?
4547,'2018/02/24 12:04:18:232',16,14.999939,-6.400238,-20.742401,?,?,1,?
4548,'2018/02/24 12:04:18:260',16,11.329964,-18.751534,-19.017792,?,?,1,?
4549,'2018/02/24 12:04:18:290',16,4.295891,-33.451088,-25.349785,?,?,1,?
4550,'2018/02/24 12:04:18:333',16,-0.176388,-38.935223,-27.469193,?,?,1,?
4551,'2018/02/24 12:04:18:364',16,-6.351467,-38.399048,-26.371162,?,?,1,?
4552,'2018/02/24 12:04:18:391',16,-8.575947,-31.901331,-27.359428,?,?,1,?
4553,'2018/02/24 12:04:18:426',16,-16.770092,-35.126137,-34.424988,?,?,1,?
4554,'2018/02/24 12:04:18:461',16,-17.283672,-31.602427,-33.729401,?,?,1,?
4555,'2018/02/24 12:04:18:490',16,-19.044037,-26.915077,-27.456238,?,?,1,?
4556,'2018/02/24 12:04:18:526',16,-22.487175,-16.242147,-23.925461,?,?,1,?
4557,'2018/02/24 12:04:18:560',16,-9.136169,-17.168953,-12.5187,?,?,1,?
4558,'2018/02/24 12:04:18:594',16,-9.70742,-12.651327,-5.953667,?,?,1,?
4559,'2018/02/24 12:04:18:623',16,21.52494,7.370998,52.614319,?,?,1,?
4560,'2018/02/24 12:04:23:705',16,9.87763,-72.814613,-40.829491,?,?,2,?
4561,'2018/02/24 12:04:23:735',16,9.799871,-72.742546,-40.636436,?,?,2,?
4562,'2018/02/24 12:04:23:767',16,9.734806,-72.487282,-39.388634,?,?,2,?
4563,'2018/02/24 12:04:23:800',16,9.900248,-71.939987,-37.699814,?,?,2,?
4564,'2018/02/24 12:04:23:832',16,10.352877,-71.765366,-36.993408,?,?,2,?
4565,'2018/02/24 12:04:23:867',16,10.962645,-71.815926,-36.977425,?,?,2,?
4566,'2018/02/24 12:04:23:904',16,11.731815,-72.082977,-37.027794,?,?,2,?
4567,'2018/02/24 12:04:23:931',16,12.58806,-72.412498,-37.213409,?,?,2,?
4568,'2018/02/24 12:04:23:968',16,13.253387,-72.775627,-37.195686,?,?,2,?
4569,'2018/02/24 12:04:23:998',16,14.225425,-72.956978,-37.393707,?,?,2,?
4570,'2018/02/24 12:04:24:034',16,14.863135,-73.243935,-37.231453,?,?,2,?
4571,'2018/02/24 12:04:24:068',16,15.38299,-73.458618,-37.148354,?,?,2,?
4572,'2018/02/24 12:04:24:101',16,15.879798,-73.665565,-37.182831,?,?,2,?
4573,'2018/02/24 12:04:24:132',16,16.276897,-73.776848,-37.149277,?,?,2,?
4574,'2018/02/24 12:04:24:169',16,16.776096,-73.777534,-37.224991,?,?,2,?
4575,'2018/02/24 12:04:24:197',16,17.141275,-73.722168,-37.284492,?,?,2,?
4576,'2018/02/24 12:04:24:234',16,17.39349,-73.66375,-37.332649,?,?,2,?
4577,'2018/02/24 12:04:24:268',16,17.727619,-73.58934,-37.464851,?,?,2,?
4578,'2018/02/24 12:04:24:302',16,18.118526,-73.508087,-37.667244,?,?,2,?
4579,'2018/02/24 12:04:24:337',16,18.356594,-73.385994,-37.861488,?,?,2,?
4580,'2018/02/24 12:04:24:365',16,18.550003,-73.154236,-37.988716,?,?,2,?
4581,'2018/02/24 12:04:24:401',16,18.626392,-72.923691,-38.07296,?,?,2,?
4582,'2018/02/24 12:04:24:434',16,18.744129,-72.697403,-38.1549,?,?,2,?
4583,'2018/02/24 12:04:24:468',16,18.960802,-72.488022,-38.276543,?,?,2,?
4584,'2018/02/24 12:04:24:498',16,19.284025,-72.283417,-38.4468,?,?,2,?
4585,'2018/02/24 12:04:24:538',16,19.659792,-72.009102,-38.568367,?,?,2,?
4586,'2018/02/24 12:04:24:570',16,20.086401,-71.716339,-38.64476,?,?,2,?
4587,'2018/02/24 12:04:24:597',16,20.686346,-71.421227,-38.631149,?,?,2,?
4588,'2018/02/24 12:04:24:635',16,21.626225,-71.112427,-38.538208,?,?,2,?
4589,'2018/02/24 12:04:24:671',16,22.729734,-70.803726,-38.470886,?,?,2,?
4590,'2018/02/24 12:04:24:700',16,23.536465,-70.580887,-38.502441,?,?,2,?
4591,'2018/02/24 12:04:24:732',16,24.138306,-70.399193,-38.629654,?,?,2,?
4592,'2018/02/24 12:04:24:767',16,24.572798,-70.248009,-38.79451,?,?,2,?
4593,'2018/02/24 12:04:24:797',16,24.630709,-70.008995,-38.972504,?,?,2,?
4594,'2018/02/24 12:04:24:836',16,24.145693,-69.712685,-39.171074,?,?,2,?
4595,'2018/02/24 12:04:24:868',16,23.403891,-69.497696,-39.365219,?,?,2,?
4596,'2018/02/24 12:04:24:902',16,22.187273,-69.551788,-39.260063,?,?,2,?
4597,'2018/02/24 12:04:24:934',16,21.472515,-69.587944,-39.229256,?,?,2,?
4598,'2018/02/24 12:04:24:971',16,20.851992,-69.754929,-39.081413,?,?,2,?
4599,'2018/02/24 12:04:24:999',16,20.461878,-69.92218,-38.938324,?,?,2,?
4600,'2018/02/24 12:04:25:037',16,20.258686,-70.050934,-38.826874,?,?,2,?
4601,'2018/02/24 12:04:25:068',16,20.206038,-70.036324,-38.539513,?,?,2,?
4602,'2018/02/24 12:04:25:101',16,20.416075,-69.775764,-38.232849,?,?,2,?
4603,'2018/02/24 12:04:25:137',16,21.196476,-68.223747,-37.612488,?,?,2,?
4604,'2018/02/24 12:04:25:172',16,21.997915,-66.287155,-37.653885,?,?,2,?
4605,'2018/02/24 12:04:25:200',16,22.592329,-64.239075,-38.436188,?,?,2,?
4606,'2018/02/24 12:04:25:234',16,22.849665,-62.280502,-39.727341,?,?,2,?
4607,'2018/02/24 12:04:25:264',16,22.706079,-60.625053,-41.150024,?,?,2,?
4608,'2018/02/24 12:04:25:302',16,22.298389,-59.244217,-42.438759,?,?,2,?
4609,'2018/02/24 12:04:25:336',16,21.758446,-58.31736,-43.536621,?,?,2,?
4610,'2018/02/24 12:04:25:370',16,21.009277,-57.683868,-44.406815,?,?,2,?
4611,'2018/02/24 12:04:25:399',16,19.336914,-57.881413,-45.912231,?,?,2,?
4612,'2018/02/24 12:04:25:435',16,18.457916,-58.097084,-46.602539,?,?,2,?
4613,'2018/02/24 12:04:25:468',16,18.006495,-58.065395,-46.614769,?,?,2,?
4614,'2018/02/24 12:04:25:501',16,17.573212,-58.586231,-45.924042,?,?,2,?
4615,'2018/02/24 12:04:25:535',16,17.376495,-59.780739,-44.749374,?,?,2,?
4616,'2018/02/24 12:04:25:572',16,17.470528,-61.902328,-42.825134,?,?,2,?
4617,'2018/02/24 12:04:25:598',16,17.759748,-63.897743,-40.9198,?,?,2,?
4618,'2018/02/24 12:04:25:635',16,18.038042,-64.92244,-39.793922,?,?,2,?
4619,'2018/02/24 12:04:25:668',16,18.532808,-65.642487,-38.909058,?,?,2,?
4620,'2018/02/24 12:04:25:701',16,19.306078,-66.129013,-38.293655,?,?,2,?
4621,'2018/02/24 12:04:25:735',16,20.31889,-66.165901,-37.802292,?,?,2,?
4622,'2018/02/24 12:04:25:770',16,21.522364,-65.725899,-37.537796,?,?,2,?
4623,'2018/02/24 12:04:25:801',16,22.45314,-65.177132,-37.583694,?,?,2,?
4624,'2018/02/24 12:04:25:835',16,23.122713,-64.517464,-37.995239,?,?,2,?
4625,'2018/02/24 12:04:25:868',16,23.521595,-63.815437,-38.713745,?,?,2,?
4626,'2018/02/24 12:04:25:901',16,23.612499,-63.616638,-39.986404,?,?,2,?
4627,'2018/02/24 12:04:25:936',16,23.252533,-63.525345,-41.363312,?,?,2,?
4628,'2018/02/24 12:04:25:964',16,22.74942,-63.720745,-42.48494,?,?,2,?
4629,'2018/02/24 12:04:26:003',16,22.149628,-64.206825,-43.397743,?,?,2,?
4630,'2018/02/24 12:04:26:041',16,21.657076,-64.709305,-43.89679,?,?,2,?
4631,'2018/02/24 12:04:26:065',16,21.068983,-65.464615,-44.022362,?,?,2,?
4632,'2018/02/24 12:04:26:100',16,20.585123,-66.196793,-43.892021,?,?,2,?
4633,'2018/02/24 12:04:26:136',16,20.190887,-66.889389,-43.585739,?,?,2,?
4634,'2018/02/24 12:04:26:171',16,19.86496,-67.533615,-43.160553,?,?,2,?
4635,'2018/02/24 12:04:26:207',16,19.629053,-68.051292,-42.752304,?,?,2,?
4636,'2018/02/24 12:04:26:233',16,19.481302,-68.387894,-42.440346,?,?,2,?
4637,'2018/02/24 12:04:26:268',16,19.380548,-68.613655,-42.185989,?,?,2,?
4638,'2018/02/24 12:04:26:305',16,19.310982,-68.776474,-41.968277,?,?,2,?
4639,'2018/02/24 12:04:26:336',16,19.272385,-68.903419,-41.734604,?,?,2,?
4640,'2018/02/24 12:04:26:368',16,19.269344,-68.986237,-41.495903,?,?,2,?
4641,'2018/02/24 12:04:26:406',16,19.290918,-69.029488,-41.277122,?,?,2,?
4642,'2018/02/24 12:04:26:435',16,19.341948,-69.029442,-41.099197,?,?,2,?
4643,'2018/02/24 12:04:26:467',16,19.407635,-69.000443,-40.958275,?,?,2,?
4644,'2018/02/24 12:04:26:502',16,19.495705,-68.96096,-40.810966,?,?,2,?
4645,'2018/02/24 12:04:26:535',16,19.584969,-68.944092,-40.607208,?,?,2,?
4646,'2018/02/24 12:04:26:568',16,19.682692,-68.955025,-40.325439,?,?,2,?
4647,'2018/02/24 12:04:26:608',16,19.7733,-68.979851,-39.9804,?,?,2,?
4648,'2018/02/24 12:04:26:640',16,19.891792,-69.025787,-39.602173,?,?,2,?
4649,'2018/02/24 12:04:26:666',16,20.051826,-69.111267,-39.174538,?,?,2,?
4650,'2018/02/24 12:04:26:705',16,20.385574,-70.129021,-38.462189,?,?,2,?
4651,'2018/02/24 12:04:26:736',16,20.62253,-71.245926,-37.587593,?,?,2,?
4652,'2018/02/24 12:04:26:764',16,20.733307,-72.343063,-36.722832,?,?,2,?
4653,'2018/02/24 12:04:26:805',16,20.831242,-73.356903,-35.987411,?,?,2,?
4654,'2018/02/24 12:04:26:839',16,21.049107,-74.129501,-35.542915,?,?,2,?
4655,'2018/02/24 12:04:26:865',16,22.462917,-73.010155,-36.591812,?,?,2,?
4656,'2018/02/24 12:04:26:905',16,22.514183,-72.481865,-36.606384,?,?,2,?
4657,'2018/02/24 12:04:26:936',16,22.155279,-72.216431,-36.535355,?,?,2,?
4658,'2018/02/24 12:04:26:968',16,21.512569,-72.271729,-36.327003,?,?,2,?
4659,'2018/02/24 12:04:27:006',16,21.347885,-72.249626,-36.663979,?,?,2,?
4660,'2018/02/24 12:04:27:042',16,20.185108,-72.3806,-36.283676,?,?,2,?
4661,'2018/02/24 12:04:27:067',16,20.120415,-72.60733,-36.498474,?,?,2,?
4662,'2018/02/24 12:04:27:104',16,20.071484,-72.739807,-36.667465,?,?,2,?
4663,'2018/02/24 12:04:27:138',16,20.233686,-72.409851,-37.639885,?,?,2,?
4664,'2018/02/24 12:04:27:170',16,19.390627,-72.852921,-37.468292,?,?,2,?
4665,'2018/02/24 12:04:27:202',16,18.549374,-73.269127,-36.984047,?,?,2,?
4666,'2018/02/24 12:04:27:239',16,18.357891,-73.556473,-36.884148,?,?,2,?
4667,'2018/02/24 12:04:27:270',16,18.943607,-72.765121,-37.31015,?,?,2,?
4668,'2018/02/24 12:04:27:303',16,18.478506,-72.550919,-36.667877,?,?,2,?
4669,'2018/02/24 12:04:27:335',16,18.150749,-71.355064,-35.667442,?,?,2,?
4670,'2018/02/24 12:04:27:371',16,18.691109,-69.281891,-35.33194,?,?,2,?
4671,'2018/02/24 12:04:27:405',16,14.950478,-70.967941,-24.503662,?,?,2,?
4672,'2018/02/24 12:04:27:437',16,11.234398,-72.06546,-23.884117,?,?,2,?
4673,'2018/02/24 12:04:27:478',16,10.617401,-72.71183,-21.693443,?,?,2,?
4674,'2018/02/24 12:04:27:502',16,6.770367,-74.174942,-21.561478,?,?,2,?
4675,'2018/02/24 12:04:27:536',16,4.079086,-73.151436,-23.381004,?,?,2,?
4676,'2018/02/24 12:04:27:573',16,-2.565971,-72.61618,-24.696457,?,?,2,?
4677,'2018/02/24 12:04:27:605',16,-6.938705,-68.561386,-27.51091,?,?,2,?
4678,'2018/02/24 12:04:27:636',16,-9.384285,-66.184715,-28.386971,?,?,2,?
4679,'2018/02/24 12:04:27:673',16,-11.957672,-61.169365,-30.739525,?,?,2,?
4680,'2018/02/24 12:04:27:700',16,-27.106462,-47.749069,-25.289063,?,?,2,?
4681,'2018/02/24 12:04:27:731',16,-33.609367,-37.710735,-18.294052,?,?,2,?
4682,'2018/02/24 12:04:27:768',16,-24.08588,0.130173,-6.814522,?,?,2,?
4683,'2018/02/24 12:04:40:924',17,8.204214,-54.548595,-17.956245,?,?,?,1
4684,'2018/02/24 12:04:40:955',17,8.405975,-54.762192,-18.499336,?,?,?,1
4685,'2018/02/24 12:04:40:986',17,9.142473,-55.760536,-19.29847,?,?,?,1
4686,'2018/02/24 12:04:41:022',17,10.198652,-57.784721,-21.119392,?,?,?,1
4687,'2018/02/24 12:04:41:053',17,9.197867,-62.371422,-22.493797,?,?,?,1
4688,'2018/02/24 12:04:41:087',17,9.023515,-66.010178,-23.046707,?,?,?,1
4689,'2018/02/24 12:04:41:118',17,6.59577,-68.851265,-23.682556,?,?,?,1
4690,'2018/02/24 12:04:41:151',17,4.115693,-70.75119,-23.142365,?,?,?,1
4691,'2018/02/24 12:04:41:180',17,4.076019,-71.80352,-23.739159,?,?,?,1
4692,'2018/02/24 12:04:41:220',17,4.357055,-72.349457,-24.483345,?,?,?,1
4693,'2018/02/24 12:04:41:253',17,5.896036,-71.554573,-23.546677,?,?,?,1
4694,'2018/02/24 12:04:41:284',17,7.631318,-59.065186,-17.580994,?,?,?,1
4695,'2018/02/24 12:04:41:328',17,7.848554,-54.512543,-15.038315,?,?,?,1
4696,'2018/02/24 12:04:41:350',17,8.3943,-52.717968,-13.54921,?,?,?,1
4697,'2018/02/24 12:04:41:381',17,8.697648,-53.039936,-13.345581,?,?,?,1
4698,'2018/02/24 12:04:41:420',17,8.731959,-53.472198,-13.708946,?,?,?,1
4699,'2018/02/24 12:04:41:451',17,8.716118,-53.476349,-14.0588,?,?,?,1
4700,'2018/02/24 12:04:41:480',17,8.392169,-55.034187,-15.241959,?,?,?,1
4701,'2018/02/24 12:04:41:521',17,8.412706,-55.430107,-16.249672,?,?,?,1
4702,'2018/02/24 12:04:41:551',17,8.508755,-55.425678,-17.201347,?,?,?,1
4703,'2018/02/24 12:04:41:581',17,8.563703,-55.321705,-17.911606,?,?,?,1
4704,'2018/02/24 12:04:41:620',17,8.731491,-55.27319,-17.784035,?,?,?,1
4705,'2018/02/24 12:04:41:653',17,9.56722,-55.187641,-16.27858,?,?,?,1
4706,'2018/02/24 12:04:41:683',17,9.756192,-54.920067,-16.062531,?,?,?,1
4707,'2018/02/24 12:04:41:722',17,10.051229,-54.667656,-15.802376,?,?,?,1
4708,'2018/02/24 12:04:41:761',17,10.570315,-54.171886,-15.161942,?,?,?,1
4709,'2018/02/24 12:04:41:783',17,11.805194,-52.68618,-14.740265,?,?,?,1
4710,'2018/02/24 12:04:41:820',17,12.560574,-51.784176,-14.803635,?,?,?,1
4711,'2018/02/24 12:04:41:851',17,10.134232,-43.176109,-17.049301,?,?,?,1
4712,'2018/02/24 12:04:41:883',17,9.283357,-38.827641,-18.072037,?,?,?,1
4713,'2018/02/24 12:04:41:921',17,8.85511,-36.982635,-18.923752,?,?,?,1
4714,'2018/02/24 12:04:41:960',17,8.883932,-35.839344,-19.334122,?,?,?,1
4715,'2018/02/24 12:04:41:983',17,9.479454,-26.230396,-40.245995,?,?,?,1
4716,'2018/02/24 12:04:42:020',17,9.345247,-22.081139,-45.253082,?,?,?,1
4717,'2018/02/24 12:04:42:051',17,9.676588,-21.322987,-47.397285,?,?,?,1
4718,'2018/02/24 12:04:42:084',17,10.031966,-21.413425,-47.577431,?,?,?,1
4719,'2018/02/24 12:04:42:119',17,10.372735,-21.422222,-47.530884,?,?,?,1
4720,'2018/02/24 12:04:42:160',17,10.735701,-23.513693,-46.249489,?,?,?,1
4721,'2018/02/24 12:04:42:187',17,11.080399,-26.21912,-46.565559,?,?,?,1
4722,'2018/02/24 12:04:42:219',17,11.35446,-27.38566,-46.803741,?,?,?,1
4723,'2018/02/24 12:04:42:252',17,11.547371,-27.88748,-47.145706,?,?,?,1
4724,'2018/02/24 12:04:42:287',17,11.707357,-28.052097,-47.249619,?,?,?,1
4725,'2018/02/24 12:04:42:320',17,11.827833,-27.908035,-47.078415,?,?,?,1
4726,'2018/02/24 12:04:42:360',17,11.943638,-27.608961,-46.989159,?,?,?,1
4727,'2018/02/24 12:04:42:386',17,12.01465,-27.327337,-46.940292,?,?,?,1
4728,'2018/02/24 12:04:42:418',17,12.069281,-27.06502,-46.89444,?,?,?,1
4729,'2018/02/24 12:04:42:448',17,12.120131,-26.823023,-46.869888,?,?,?,1
4730,'2018/02/24 12:04:42:487',17,12.179688,-26.612032,-46.882156,?,?,?,1
4731,'2018/02/24 12:04:42:520',17,12.22581,-26.426609,-46.887352,?,?,?,1
4732,'2018/02/24 12:04:42:558',17,12.256684,-26.273815,-46.921463,?,?,?,1
