@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 {0,1,2,3}
@attribute outputs-2 {0,1,2,3}
@attribute outputs-3 {0,1,2,3}
@attribute outputs-4 {0,1,2,3}

@data
1122,'2018/02/24 11:56:18:542',6,-27.204708,-30.225842,-18.629654,?,?,?,?
1123,'2018/02/24 11:56:18:574',6,-27.434652,-30.196564,-18.563866,?,?,?,?
1124,'2018/02/24 11:56:18:606',6,-27.592909,-30.222054,-18.58123,?,?,?,?
1125,'2018/02/24 11:56:18:638',6,-27.664503,-30.287729,-18.629951,?,?,?,?
1126,'2018/02/24 11:56:18:677',6,-21.316065,-32.579651,-20.134163,?,?,?,?
1127,'2018/02/24 11:56:18:708',6,-18.648167,-33.72361,-20.91375,?,?,?,?
1128,'2018/02/24 11:56:18:745',6,-18.122992,-33.963646,-21.317307,?,?,?,?
1129,'2018/02/24 11:56:18:777',6,-18.337402,-33.841736,-21.427353,?,?,?,?
1130,'2018/02/24 11:56:18:807',6,-17.323381,-34.115295,-21.745865,?,?,?,?
1131,'2018/02/24 11:56:18:839',6,-17.078226,-34.260822,-22.078636,?,?,?,?
1132,'2018/02/24 11:56:18:877',6,-17.123951,-34.340828,-22.388748,?,?,?,?
1133,'2018/02/24 11:56:18:911',6,-17.676128,-34.314941,-22.707375,?,?,?,?
1134,'2018/02/24 11:56:18:954',6,-18.385487,-34.208523,-23.030846,?,?,?,?
1135,'2018/02/24 11:56:18:986',6,-19.069252,-34.064384,-23.366356,?,?,?,?
1136,'2018/02/24 11:56:19:009',6,-19.743355,-33.895332,-23.703392,?,?,?,?
1137,'2018/02/24 11:56:19:044',6,-20.365797,-33.696449,-24.055229,?,?,?,?
1138,'2018/02/24 11:56:19:075',6,-20.866117,-33.512318,-24.405533,?,?,?,?
1139,'2018/02/24 11:56:19:106',6,-21.25923,-33.354034,-24.751137,?,?,?,?
1140,'2018/02/24 11:56:19:156',6,-21.616034,-33.202988,-25.118866,?,?,?,?
1141,'2018/02/24 11:56:19:182',6,-21.931665,-33.060783,-25.53624,?,?,?,?
1142,'2018/02/24 11:56:19:207',6,-22.198378,-32.95166,-25.942192,?,?,?,?
1143,'2018/02/24 11:56:19:247',6,-23.174957,-32.67757,-26.580162,?,?,?,?
1144,'2018/02/24 11:56:19:275',6,-21.605818,-32.839134,-28.598053,?,?,?,?
1145,'2018/02/24 11:56:19:305',6,-20.903826,-32.946407,-29.562256,?,?,?,?
1146,'2018/02/24 11:56:19:352',6,-20.423069,-33.066605,-30.286545,?,?,?,?
1147,'2018/02/24 11:56:19:376',6,-20.16534,-33.227291,-31.065994,?,?,?,?
1148,'2018/02/24 11:56:19:406',6,-19.93878,-33.465244,-31.900497,?,?,?,?
1149,'2018/02/24 11:56:19:443',6,-19.7691,-33.734123,-32.831383,?,?,?,?
1150,'2018/02/24 11:56:19:475',6,-19.666609,-33.958374,-33.666824,?,?,?,?
1151,'2018/02/24 11:56:19:506',6,-19.746557,-34.11515,-34.447807,?,?,?,?
1152,'2018/02/24 11:56:19:544',6,-19.934593,-34.211136,-35.084259,?,?,?,?
1153,'2018/02/24 11:56:19:576',6,-20.163544,-34.266769,-35.592072,?,?,?,?
1154,'2018/02/24 11:56:19:607',6,-20.39242,-34.287254,-35.963593,?,?,?,?
1155,'2018/02/24 11:56:19:647',6,-20.513412,-34.302795,-36.194511,?,?,?,?
1156,'2018/02/24 11:56:19:682',6,-20.219555,-34.418087,-36.189613,?,?,?,?
1157,'2018/02/24 11:56:19:708',6,-19.877398,-34.524475,-36.029198,?,?,?,?
1158,'2018/02/24 11:56:19:744',6,-19.914696,-34.520195,-35.841087,?,?,?,?
1159,'2018/02/24 11:56:19:782',6,-20.275566,-34.379585,-35.098625,?,?,?,?
1160,'2018/02/24 11:56:19:806',6,-21.158428,-34.106911,-33.820427,?,?,?,?
1161,'2018/02/24 11:56:19:842',6,-24.855673,-33.7169,-31.145309,?,?,?,?
1162,'2018/02/24 11:56:19:877',6,-25.377241,-33.792446,-29.715256,?,?,?,?
1163,'2018/02/24 11:56:19:910',6,-25.297485,-33.922615,-27.778465,?,?,?,?
1164,'2018/02/24 11:56:19:950',6,-24.966873,-34.310871,-26.244507,?,?,?,?
1165,'2018/02/24 11:56:19:982',6,-24.853802,-34.477806,-25.438057,?,?,?,?
1166,'2018/02/24 11:56:20:008',6,-24.161497,-34.706322,-24.523544,?,?,?,?
1167,'2018/02/24 11:56:20:043',6,-23.553493,-34.865555,-23.864311,?,?,?,?
1168,'2018/02/24 11:56:20:076',6,-21.404547,-34.424606,-20.821854,?,?,?,?
1169,'2018/02/24 11:56:20:114',6,-21.025373,-34.312077,-19.935677,?,?,?,?
1170,'2018/02/24 11:56:20:146',6,-20.711298,-34.252537,-19.358177,?,?,?,?
1171,'2018/02/24 11:56:20:182',6,-20.475679,-34.21389,-18.945496,?,?,?,?
1172,'2018/02/24 11:56:20:222',6,-20.110205,-33.267612,-18.755035,?,?,?,?
1173,'2018/02/24 11:56:20:248',6,-19.841434,-32.650375,-18.709419,?,?,?,?
1174,'2018/02/24 11:56:20:274',6,-19.687321,-32.215828,-18.699982,?,?,?,?
1175,'2018/02/24 11:56:20:314',6,-19.564447,-31.926285,-18.691109,?,?,?,?
1176,'2018/02/24 11:56:20:344',6,-19.463854,-31.721729,-18.67524,?,?,?,?
1177,'2018/02/24 11:56:20:376',6,-19.39489,-31.569225,-18.650673,?,?,?,?
1178,'2018/02/24 11:56:20:419',6,-19.339588,-31.460213,-18.629639,?,?,?,?
1179,'2018/02/24 11:56:20:441',6,-19.290657,-31.380264,-18.616058,?,?,?,?
1180,'2018/02/24 11:56:20:475',6,-19.31459,-31.260033,-18.646645,?,?,?,?
1181,'2018/02/24 11:56:20:515',6,-19.425467,-31.035801,-18.81813,?,?,?,?
1182,'2018/02/24 11:56:20:546',6,-19.494377,-30.742874,-19.170197,?,?,?,?
1183,'2018/02/24 11:56:20:576',6,-19.572758,-30.336304,-19.738594,?,?,?,?
1184,'2018/02/24 11:56:20:623',6,-19.580477,-29.648806,-20.971466,?,?,?,?
1185,'2018/02/24 11:56:20:643',6,-19.501528,-29.051472,-22.298134,?,?,?,?
1186,'2018/02/24 11:56:20:673',6,-19.376732,-28.592533,-23.381104,?,?,?,?
1187,'2018/02/24 11:56:20:710',6,-19.250996,-28.206625,-24.283638,?,?,?,?
1188,'2018/02/24 11:56:20:743',6,-19.098328,-27.914303,-25.068527,?,?,?,?
1189,'2018/02/24 11:56:20:778',6,-18.892685,-27.72204,-25.803574,?,?,?,?
1190,'2018/02/24 11:56:20:817',6,-18.659306,-27.641552,-26.596642,?,?,?,?
1191,'2018/02/24 11:56:20:842',6,-18.061789,-27.859049,-27.622444,?,?,?,?
1192,'2018/02/24 11:56:20:875',6,-17.641193,-28.131336,-28.693649,?,?,?,?
1193,'2018/02/24 11:56:20:913',6,-17.329229,-28.496101,-29.747581,?,?,?,?
1194,'2018/02/24 11:56:20:942',6,-13.002242,-30.959145,-32.698334,?,?,?,?
1195,'2018/02/24 11:56:20:977',6,-10.353296,-32.454784,-34.165031,?,?,?,?
1196,'2018/02/24 11:56:21:015',6,-9.338124,-33.058346,-34.786346,?,?,?,?
1197,'2018/02/24 11:56:21:043',6,-8.681623,-33.468945,-35.191917,?,?,?,?
1198,'2018/02/24 11:56:21:076',6,-8.319519,-33.78476,-35.334915,?,?,?,?
1199,'2018/02/24 11:56:21:114',6,-8.314681,-34.024994,-35.2323,?,?,?,?
1200,'2018/02/24 11:56:21:142',6,-8.567021,-34.242798,-34.977882,?,?,?,?
1201,'2018/02/24 11:56:21:174',6,-8.967816,-34.473316,-34.627419,?,?,?,?
1202,'2018/02/24 11:56:21:220',6,-14.496459,-34.499855,-32.620865,?,?,?,?
1203,'2018/02/24 11:56:21:242',6,-17.837713,-34.537628,-31.229164,?,?,?,?
1204,'2018/02/24 11:56:21:275',6,-19.088097,-34.625851,-30.564537,?,?,?,?
1205,'2018/02/24 11:56:21:309',6,-19.946129,-34.71244,-29.997147,?,?,?,?
1206,'2018/02/24 11:56:21:342',6,-20.454624,-34.875301,-29.212723,?,?,?,?
1207,'2018/02/24 11:56:21:384',6,-20.555079,-35.077301,-28.275742,?,?,?,?
1208,'2018/02/24 11:56:21:418',6,-20.320593,-35.248165,-27.178925,?,?,?,?
1209,'2018/02/24 11:56:21:452',6,-19.925854,-35.341217,-26.062248,?,?,?,?
1210,'2018/02/24 11:56:21:481',6,-19.524567,-35.294846,-24.800026,?,?,?,?
1211,'2018/02/24 11:56:21:511',6,-19.495871,-35.047363,-23.018784,?,?,?,?
1212,'2018/02/24 11:56:21:541',6,-19.371006,-34.773193,-21.8442,?,?,?,?
1213,'2018/02/24 11:56:21:583',6,-19.126017,-34.387146,-20.901299,?,?,?,?
1214,'2018/02/24 11:56:21:617',6,-18.900343,-33.971943,-20.158585,?,?,?,?
1215,'2018/02/24 11:56:21:655',6,-18.274637,-33.270462,-19.617142,?,?,?,?
1216,'2018/02/24 11:56:21:683',6,-18.515465,-31.821018,-17.761307,?,?,?,?
1217,'2018/02/24 11:56:21:714',6,-15.511022,-31.026115,-19.401466,?,?,?,?
1218,'2018/02/24 11:56:21:743',6,-16.290367,-30.234377,-17.983864,?,?,?,?
1219,'2018/02/24 11:56:21:782',6,-16.867088,-29.856848,-17.166496,?,?,?,?
1220,'2018/02/24 11:56:21:813',6,-17.277916,-29.693333,-16.683342,?,?,?,?
1221,'2018/02/24 11:56:21:851',6,-15.158998,-30.864712,-19.439087,?,?,?,?
1222,'2018/02/24 11:56:21:880',6,-13.955953,-31.631374,-21.035988,?,?,?,?
1223,'2018/02/24 11:56:21:914',6,-15.381672,-32.150764,-21.145844,?,?,?,?
1224,'2018/02/24 11:56:21:942',6,-16.655092,-32.509727,-21.048325,?,?,?,?
1225,'2018/02/24 11:56:21:985',6,-17.535158,-32.803425,-20.994751,?,?,?,?
1226,'2018/02/24 11:56:22:010',6,-17.973192,-33.191338,-21.155426,?,?,?,?
1227,'2018/02/24 11:56:22:048',6,-17.633667,-34.430195,-22.739777,?,?,?,?
1228,'2018/02/24 11:56:22:081',6,-17.656221,-35.243824,-23.705139,?,?,?,?
1229,'2018/02/24 11:56:22:110',6,-18.090229,-35.892952,-24.47068,?,?,?,?
1230,'2018/02/24 11:56:22:142',6,-18.223921,-36.511124,-25.251892,?,?,?,?
1231,'2018/02/24 11:56:22:182',6,-18.271795,-37.102531,-26.085373,?,?,?,?
1232,'2018/02/24 11:56:22:210',6,-18.202824,-37.594559,-26.816643,?,?,?,?
1233,'2018/02/24 11:56:22:249',6,-18.361597,-38.107872,-27.451996,?,?,?,?
1234,'2018/02/24 11:56:22:287',6,-18.535378,-38.488869,-27.848053,?,?,?,?
1235,'2018/02/24 11:56:22:309',6,-18.662901,-38.752365,-28.014496,?,?,?,?
1236,'2018/02/24 11:56:22:347',6,-18.717966,-38.921028,-27.981316,?,?,?,?
1237,'2018/02/24 11:56:22:384',6,-18.700884,-39.048695,-27.807869,?,?,?,?
1238,'2018/02/24 11:56:22:415',6,-18.602373,-39.15572,-27.507988,?,?,?,?
1239,'2018/02/24 11:56:22:445',6,-18.421101,-39.205666,-27.09256,?,?,?,?
1240,'2018/02/24 11:56:22:487',6,-18.253971,-39.049969,-26.393867,?,?,?,?
1241,'2018/02/24 11:56:22:510',6,-18.152206,-38.463749,-24.954681,?,?,?,?
1242,'2018/02/24 11:56:22:552',6,-18.729712,-37.569923,-22.786995,?,?,?,?
1243,'2018/02/24 11:56:22:581',6,-18.900845,-37.00602,-21.112564,?,?,?,?
1244,'2018/02/24 11:56:22:616',6,-19.095839,-36.12043,-19.369812,?,?,?,?
1245,'2018/02/24 11:56:22:650',6,-18.969934,-35.472515,-18.01255,?,?,?,?
1246,'2018/02/24 11:56:22:685',6,-18.672747,-34.804676,-16.749153,?,?,?,?
1247,'2018/02/24 11:56:22:715',6,-18.292744,-34.235054,-15.629021,?,?,?,?
1248,'2018/02/24 11:56:22:749',6,-17.769762,-33.682358,-14.694527,?,?,?,?
1249,'2018/02/24 11:56:22:783',6,-17.11842,-33.055782,-14.074799,?,?,?,?
1250,'2018/02/24 11:56:22:810',6,-12.256645,-32.820503,-16.507324,?,?,?,?
1251,'2018/02/24 11:56:22:853',6,-9.287981,-32.582142,-19.601784,?,?,?,?
1252,'2018/02/24 11:56:22:886',6,-8.070099,-32.530411,-20.412239,?,?,?,?
1253,'2018/02/24 11:56:22:914',6,-7.567472,-32.484806,-20.462669,?,?,?,?
1254,'2018/02/24 11:56:22:951',6,-11.607798,-30.77673,-16.646812,?,?,?,?
1255,'2018/02/24 11:56:22:982',6,-13.012495,-30.105553,-15.416512,?,?,?,?
1256,'2018/02/24 11:56:23:015',6,-14.743424,-29.42499,-14.115028,?,?,?,?
1257,'2018/02/24 11:56:23:049',6,-12.780023,-29.311081,-14.879387,?,?,?,?
1258,'2018/02/24 11:56:23:092',6,-11.664436,-29.392473,-15.411697,?,?,?,?
1259,'2018/02/24 11:56:23:122',6,-12.884718,-29.183571,-14.991013,?,?,?,?
1260,'2018/02/24 11:56:23:150',6,-12.894213,-28.810511,-15.266327,?,?,?,?
1261,'2018/02/24 11:56:23:183',6,-14.125542,-28.609982,-15.110268,?,?,?,?
1262,'2018/02/24 11:56:23:212',6,-13.980454,-28.169319,-15.070114,?,?,?,?
1263,'2018/02/24 11:56:23:254',6,-12.938544,-27.900326,-15.173576,?,?,?,?
1264,'2018/02/24 11:56:23:287',6,-10.240319,-28.167595,-15.835175,?,?,?,?
1265,'2018/02/24 11:56:23:319',6,-8.061573,-28.429762,-16.480347,?,?,?,?
1266,'2018/02/24 11:56:23:349',6,-9.217527,-27.953146,-15.984779,?,?,?,?
1267,'2018/02/24 11:56:23:381',6,-9.07082,-28.336485,-15.975876,?,?,?,?
1268,'2018/02/24 11:56:23:420',6,-13.207947,-28.490229,-14.962486,?,?,?,?
1269,'2018/02/24 11:56:23:449',6,-13.085072,-28.105309,-15.191811,?,?,?,?
1270,'2018/02/24 11:56:23:482',6,-13.156578,-26.613459,-15.945251,?,?,?,?
1271,'2018/02/24 11:56:23:513',6,-14.511908,-25.942797,-17.832176,?,?,?,?
1272,'2018/02/24 11:56:23:548',6,-24.026991,-21.866499,-16.247246,?,?,?,?
1273,'2018/02/24 11:56:23:581',6,-30.185019,-20.723709,-16.66011,?,?,?,?
1274,'2018/02/24 11:56:23:611',6,-31.447109,-15.4944,-18.377235,?,?,?,?
1275,'2018/02/24 11:56:23:648',6,-30.102751,-11.692587,-11.63485,?,?,?,?
1276,'2018/02/24 11:56:23:677',6,-26.789705,-9.384605,-9.89196,?,?,?,?
1277,'2018/02/24 11:56:23:711',6,-23.696518,-13.582574,-4.071442,?,?,?,?
1278,'2018/02/24 11:56:23:748',6,9.519894,2.804033,19.242897,?,?,?,?
1438,'2018/02/24 11:56:45:839',8,58.894238,-35.416939,-2.282516,?,?,?,?
1439,'2018/02/24 11:56:45:871',8,58.861477,-30.315201,-4.503342,?,?,?,?
1440,'2018/02/24 11:56:45:914',8,58.863846,-28.421827,-5.333824,?,?,?,?
1441,'2018/02/24 11:56:45:938',8,58.985191,-27.408571,-5.935562,?,?,?,?
1442,'2018/02/24 11:56:45:972',8,59.28878,-26.860245,-6.58194,?,?,?,?
1443,'2018/02/24 11:56:46:002',8,59.722527,-26.54147,-7.262352,?,?,?,?
1444,'2018/02/24 11:56:46:044',8,60.219513,-26.401749,-7.849312,?,?,?,?
1445,'2018/02/24 11:56:46:076',8,60.655933,-26.402718,-8.274055,?,?,?,?
1446,'2018/02/24 11:56:46:111',8,61.140434,-26.49791,-8.62574,?,?,?,?
1447,'2018/02/24 11:56:46:144',8,61.583931,-26.641245,-8.855217,?,?,?,?
1448,'2018/02/24 11:56:46:170',8,62.008465,-26.790133,-8.99926,?,?,?,?
1449,'2018/02/24 11:56:46:202',8,62.395893,-26.920053,-9.076599,?,?,?,?
1450,'2018/02/24 11:56:46:243',8,62.693596,-27.027901,-9.099846,?,?,?,?
1451,'2018/02/24 11:56:46:275',8,62.970932,-27.127741,-9.109238,?,?,?,?
1452,'2018/02/24 11:56:46:311',8,63.23436,-27.214346,-9.138016,?,?,?,?
1453,'2018/02/24 11:56:46:337',8,63.387512,-27.356556,-9.16346,?,?,?,?
1454,'2018/02/24 11:56:46:376',8,58.778893,-30.187143,-8.849319,?,?,?,?
1455,'2018/02/24 11:56:46:404',8,55.683071,-32.008812,-8.861122,?,?,?,?
1456,'2018/02/24 11:56:46:445',8,53.010612,-33.034546,-9.379349,?,?,?,?
1457,'2018/02/24 11:56:46:475',8,51.035385,-33.599861,-9.583855,?,?,?,?
1458,'2018/02/24 11:56:46:505',8,49.980675,-33.762482,-9.799324,?,?,?,?
1459,'2018/02/24 11:56:46:548',8,49.201992,-33.543102,-10.05394,?,?,?,?
1460,'2018/02/24 11:56:46:570',8,48.678932,-32.964016,-10.327866,?,?,?,?
1461,'2018/02/24 11:56:46:605',8,48.365944,-32.078079,-10.622253,?,?,?,?
1462,'2018/02/24 11:56:46:641',8,48.251663,-31.235722,-10.867706,?,?,?,?
1463,'2018/02/24 11:56:46:672',8,49.403549,-27.853081,-11.824165,?,?,?,?
1464,'2018/02/24 11:56:46:704',8,50.224953,-26.218294,-12.359299,?,?,?,?
1465,'2018/02/24 11:56:46:749',8,51.197762,-25.143013,-12.712868,?,?,?,?
1466,'2018/02/24 11:56:46:771',8,52.013409,-24.538073,-12.885872,?,?,?,?
1467,'2018/02/24 11:56:46:803',8,52.737648,-24.40233,-12.838028,?,?,?,?
1468,'2018/02/24 11:56:46:843',8,54.133327,-24.588028,-12.581139,?,?,?,?
1469,'2018/02/24 11:56:46:876',8,55.007629,-25.364052,-12.052025,?,?,?,?
1470,'2018/02/24 11:56:46:903',8,55.68029,-25.925076,-11.769905,?,?,?,?
1471,'2018/02/24 11:56:46:948',8,56.217422,-26.331427,-11.637924,?,?,?,?
1472,'2018/02/24 11:56:46:971',8,56.657852,-26.649124,-11.588539,?,?,?,?
1473,'2018/02/24 11:56:47:007',8,57.004929,-26.908306,-11.580284,?,?,?,?
1474,'2018/02/24 11:56:47:044',8,57.273308,-27.171413,-11.598602,?,?,?,?
1475,'2018/02/24 11:56:47:070',8,57.341415,-27.519283,-11.619995,?,?,?,?
1476,'2018/02/24 11:56:47:103',8,57.149632,-29.070541,-11.858902,?,?,?,?
1477,'2018/02/24 11:56:47:150',8,56.610008,-30.162424,-11.874466,?,?,?,?
1478,'2018/02/24 11:56:47:178',8,55.944122,-30.907999,-11.81929,?,?,?,?
1479,'2018/02/24 11:56:47:204',8,55.170238,-31.341824,-11.790291,?,?,?,?
1480,'2018/02/24 11:56:47:242',8,53.386803,-30.494686,-12.150307,?,?,?,?
1481,'2018/02/24 11:56:47:273',8,51.90332,-30.163372,-12.182999,?,?,?,?
1482,'2018/02/24 11:56:47:311',8,51.088364,-29.971104,-12.178894,?,?,?,?
1483,'2018/02/24 11:56:47:345',8,50.595196,-29.834682,-12.165329,?,?,?,?
1484,'2018/02/24 11:56:47:380',8,50.296143,-29.723953,-12.153656,?,?,?,?
1485,'2018/02/24 11:56:47:410',8,50.952454,-28.109688,-12.636536,?,?,?,?
1486,'2018/02/24 11:56:47:442',8,51.721943,-26.886766,-13.044037,?,?,?,?
1487,'2018/02/24 11:56:47:470',8,52.30143,-26.171473,-13.279297,?,?,?,?
1488,'2018/02/24 11:56:47:512',8,53.237602,-25.572836,-13.497902,?,?,?,?
1489,'2018/02/24 11:56:47:543',8,54.90818,-25.182791,-13.706383,?,?,?,?
1490,'2018/02/24 11:56:47:580',8,56.187897,-25.114172,-13.810562,?,?,?,?
1491,'2018/02/24 11:56:47:611',8,57.059978,-25.488659,-13.79361,?,?,?,?
1492,'2018/02/24 11:56:47:639',8,57.878021,-26.213697,-13.709846,?,?,?,?
1493,'2018/02/24 11:56:47:671',8,58.668335,-27.201645,-13.55835,?,?,?,?
1494,'2018/02/24 11:56:47:711',8,59.041954,-28.656626,-13.162437,?,?,?,?
1495,'2018/02/24 11:56:47:742',8,59.690239,-30.415928,-12.795929,?,?,?,?
1496,'2018/02/24 11:56:47:776',8,59.88929,-32.498962,-12.485062,?,?,?,?
1497,'2018/02/24 11:56:47:812',8,60.056648,-33.696182,-12.427498,?,?,?,?
1498,'2018/02/24 11:56:47:839',8,60.159992,-34.387108,-12.346756,?,?,?,?
1499,'2018/02/24 11:56:47:871',8,60.148365,-34.885468,-12.356094,?,?,?,?
1500,'2018/02/24 11:56:47:913',8,58.496975,-35.639,-12.533073,?,?,?,?
1501,'2018/02/24 11:56:47:941',8,56.894672,-36.035683,-12.533554,?,?,?,?
1502,'2018/02/24 11:56:47:976',8,55.44632,-36.177208,-12.566147,?,?,?,?
1503,'2018/02/24 11:56:48:016',8,53.926003,-36.117596,-12.626282,?,?,?,?
1504,'2018/02/24 11:56:48:041',8,52.81567,-35.985573,-12.683975,?,?,?,?
1505,'2018/02/24 11:56:48:073',8,52.010307,-35.823147,-12.739761,?,?,?,?
1506,'2018/02/24 11:56:48:109',8,51.444397,-35.661835,-12.779617,?,?,?,?
1507,'2018/02/24 11:56:48:142',8,50.93578,-35.542965,-12.760956,?,?,?,?
1508,'2018/02/24 11:56:48:175',8,50.579319,-35.456676,-12.724777,?,?,?,?
1509,'2018/02/24 11:56:48:217',8,50.359035,-35.382458,-12.697777,?,?,?,?
1510,'2018/02/24 11:56:48:240',8,50.384567,-35.268021,-12.755531,?,?,?,?
1511,'2018/02/24 11:56:48:274',8,50.744225,-35.169544,-12.889221,?,?,?,?
1512,'2018/02/24 11:56:48:311',8,51.476311,-35.091381,-13.104897,?,?,?,?
1513,'2018/02/24 11:56:48:342',8,52.392891,-35.010868,-13.350372,?,?,?,?
1514,'2018/02/24 11:56:48:372',8,53.145588,-34.956406,-13.533958,?,?,?,?
1515,'2018/02/24 11:56:48:414',8,54.281445,-34.860435,-13.93145,?,?,?,?
1516,'2018/02/24 11:56:48:446',8,54.889694,-34.788818,-14.236168,?,?,?,?
1517,'2018/02/24 11:56:48:475',8,55.233147,-34.7379,-14.472198,?,?,?,?
1518,'2018/02/24 11:56:48:509',8,55.073593,-34.718601,-14.724457,?,?,?,?
1519,'2018/02/24 11:56:48:542',8,54.233711,-34.604111,-15.183403,?,?,?,?
1520,'2018/02/24 11:56:48:580',8,52.37336,-34.431541,-15.590004,?,?,?,?
1521,'2018/02/24 11:56:48:611',8,50.805389,-34.24987,-15.75071,?,?,?,?
1522,'2018/02/24 11:56:48:644',8,49.637909,-34.032555,-15.789467,?,?,?,?
1523,'2018/02/24 11:56:48:677',8,48.877575,-33.836025,-15.731888,?,?,?,?
1524,'2018/02/24 11:56:48:710',8,48.39344,-33.68898,-15.623627,?,?,?,?
1525,'2018/02/24 11:56:48:740',8,48.051987,-33.571106,-15.49456,?,?,?,?
1526,'2018/02/24 11:56:48:779',8,47.931389,-33.440544,-15.370972,?,?,?,?
1527,'2018/02/24 11:56:48:814',8,49.028969,-33.242058,-15.656372,?,?,?,?
1528,'2018/02/24 11:56:48:853',8,51.590481,-33.229179,-16.509285,?,?,?,?
1529,'2018/02/24 11:56:48:883',8,54.824135,-33.326828,-17.645653,?,?,?,?
1530,'2018/02/24 11:56:48:910',8,56.372772,-33.462341,-18.08812,?,?,?,?
1531,'2018/02/24 11:56:48:942',8,57.316666,-33.622986,-18.279068,?,?,?,?
1532,'2018/02/24 11:56:48:976',8,58.070541,-33.886852,-18.408409,?,?,?,?
1533,'2018/02/24 11:56:49:009',8,58.10955,-34.583847,-18.107315,?,?,?,?
1534,'2018/02/24 11:56:49:045',8,57.944603,-35.168453,-17.710274,?,?,?,?
1535,'2018/02/24 11:56:49:079',8,57.567055,-35.681732,-17.188316,?,?,?,?
1536,'2018/02/24 11:56:49:109',8,57.156853,-36.061554,-16.671021,?,?,?,?
1537,'2018/02/24 11:56:49:143',8,56.834007,-36.243263,-16.188904,?,?,?,?
1538,'2018/02/24 11:56:49:178',8,56.536522,-36.302177,-15.692276,?,?,?,?
1539,'2018/02/24 11:56:49:212',8,56.279778,-36.294231,-15.233093,?,?,?,?
1540,'2018/02/24 11:56:49:246',8,56.060966,-36.219238,-14.809624,?,?,?,?
1541,'2018/02/24 11:56:49:276',8,56.095535,-35.917889,-14.576408,?,?,?,?
1542,'2018/02/24 11:56:49:308',8,56.110214,-35.562244,-14.342087,?,?,?,?
1543,'2018/02/24 11:56:49:343',8,56.194771,-35.101162,-14.11483,?,?,?,?
1544,'2018/02/24 11:56:49:379',8,55.971428,-34.631607,-13.68969,?,?,?,?
1545,'2018/02/24 11:56:49:411',8,55.585579,-34.205925,-13.194931,?,?,?,?
1546,'2018/02/24 11:56:49:446',8,54.984379,-33.837284,-12.488586,?,?,?,?
1547,'2018/02/24 11:56:49:480',8,54.338577,-33.560104,-11.684517,?,?,?,?
1548,'2018/02/24 11:56:49:508',8,54.229527,-33.114742,-10.529625,?,?,?,?
1549,'2018/02/24 11:56:49:543',8,54.761387,-32.789825,-9.482468,?,?,?,?
1550,'2018/02/24 11:56:49:577',8,54.531593,-32.666878,-8.600929,?,?,?,?
1551,'2018/02/24 11:56:49:612',8,55.739685,-31.965794,-7.763435,?,?,?,?
1552,'2018/02/24 11:56:49:649',8,53.665798,-31.433628,-6.484749,?,?,?,?
1553,'2018/02/24 11:56:49:679',8,53.788605,-31.796207,-5.44413,?,?,?,?
1554,'2018/02/24 11:56:49:709',8,52.930569,-32.083874,-4.20845,?,?,?,?
1555,'2018/02/24 11:56:49:745',8,51.84668,-32.610542,-2.73896,?,?,?,?
1556,'2018/02/24 11:56:49:780',8,51.281982,-33.524025,-1.131157,?,?,?,?
1557,'2018/02/24 11:56:49:810',8,50.631824,-34.582565,0.698486,?,?,?,?
1558,'2018/02/24 11:56:49:851',8,51.345219,-35.808903,1.933388,?,?,?,?
1559,'2018/02/24 11:56:49:882',8,49.766777,-35.936119,2.678528,?,?,?,?
1560,'2018/02/24 11:56:49:912',8,46.523308,-36.491539,4.912766,?,?,?,?
1561,'2018/02/24 11:56:49:946',8,45.898392,-38.193138,9.155617,?,?,?,?
1562,'2018/02/24 11:56:49:976',8,46.197662,-38.906139,10.556885,?,?,?,?
1563,'2018/02/24 11:56:50:008',8,47.430717,-43.639778,18.338287,?,?,?,?
1564,'2018/02/24 11:56:50:050',8,46.741875,-53.704609,19.740173,?,?,?,?
1565,'2018/02/24 11:56:50:080',8,42.312931,-61.855972,20.57531,?,?,?,?
1566,'2018/02/24 11:56:50:108',8,42.374203,-60.745129,22.266922,?,?,?,?
1567,'2018/02/24 11:56:50:143',8,19.013319,-57.373596,-12.249504,?,?,?,?
1568,'2018/02/24 11:56:50:175',8,19.871361,-53.297287,-12.515152,?,?,?,?
1569,'2018/02/24 11:56:50:208',8,3.538586,-14.303144,-8.616188,?,?,?,?
1570,'2018/02/24 11:56:50:243',8,7.88409,-11.654964,-8.494843,?,?,?,?
1571,'2018/02/24 11:56:50:279',8,2.180461,13.997604,18.130074,?,?,?,?
1572,'2018/02/24 11:56:50:308',8,-6.327979,14.7637,3.450954,?,?,?,?
1573,'2018/02/24 11:57:04:228',9,7.228727,-62.013668,-38.370834,?,?,?,?
1574,'2018/02/24 11:57:04:265',9,7.877485,-37.06076,-55.73793,?,?,?,?
1575,'2018/02/24 11:57:04:292',9,7.548972,-29.396929,-58.554352,?,?,?,?
1576,'2018/02/24 11:57:04:323',9,7.996298,-28.284998,-56.386154,?,?,?,?
1577,'2018/02/24 11:57:04:359',9,8.279363,-28.022308,-54.222221,?,?,?,?
